CUPS;FECHA MEDIDA;TIPO MEDIDA;PERIODO;CONSUMO
ES0339000001000007DG;31/05/2014;Potencia;2;9
ES0339000001000007DG;31/05/2014;Reactiva;1;0
ES0339000001000007DG;31/05/2014;Reactiva;2;0
ES0339000001000007DG;30/04/2014;Activa;1;496
ES0339000001000007DG;30/04/2014;Activa;2;1694
ES0339000001000007DG;30/04/2014;Potencia;1;9
ES0339000001000007DG;30/04/2014;Potencia;2;9
ES0339000001000007DG;30/04/2014;Reactiva;1;0
ES0339000001000007DG;30/04/2014;Reactiva;2;0
ES0339000001000007DG;31/03/2014;Activa;1;633
ES0339000001000007DG;31/03/2014;Activa;2;1794
ES0339000001000007DG;31/03/2014;Potencia;1;9
ES0339000001000007DG;31/03/2014;Potencia;2;9
ES0339000001000007DG;31/03/2014;Reactiva;1;0
ES0339000001000007DG;31/03/2014;Reactiva;2;0
ES0339000001000007DG;28/02/2014;Activa;1;664
ES0339000001000007DG;28/02/2014;Activa;2;1619
ES0339000001000007DG;28/02/2014;Potencia;1;9
ES0339000001000007DG;28/02/2014;Potencia;2;9
ES0339000001000007DG;28/02/2014;Reactiva;1;0
ES0339000001000007DG;28/02/2014;Reactiva;2;0
ES0339000001000007DG;31/01/2014;Activa;1;855
ES0339000001000007DG;31/01/2014;Activa;2;1810
ES0339000001000007DG;31/01/2014;Potencia;1;9
ES0339000001000007DG;31/01/2014;Potencia;2;9
ES0339000001000007DG;31/01/2014;Reactiva;1;0
ES0339000001000007DG;31/01/2014;Reactiva;2;0
ES0339000001000007DG;31/12/2013;Activa;1;995
ES0339000001000007DG;31/12/2013;Activa;2;1859
ES0339000001000007DG;31/12/2013;Potencia;1;9
ES0339000001000007DG;31/12/2013;Potencia;2;9
ES0339000001000007DG;31/12/2013;Reactiva;1;0
ES0339000001000007DG;31/12/2013;Reactiva;2;0
ES0339000001000007DG;30/11/2013;Activa;1;955
ES0339000001000007DG;30/11/2013;Activa;2;1726
ES0339000001000007DG;30/11/2013;Potencia;1;9
ES0339000001000007DG;30/11/2013;Potencia;2;9
ES0339000001000007DG;30/11/2013;Reactiva;1;0
ES0339000001000007DG;30/11/2013;Reactiva;2;0
ES0339000001000009DY;30/09/2015;Activa;1;1028
ES0339000001000009DY;30/09/2015;Activa;2;4380
ES0339000001000009DY;30/09/2015;Potencia;1;18
ES0339000001000009DY;30/09/2015;Potencia;2;17
ES0339000001000009DY;30/09/2015;Reactiva;1;0
ES0339000001000009DY;30/09/2015;Reactiva;2;0
ES0339000001000009DY;31/08/2015;Activa;1;717
ES0339000001000009DY;31/08/2015;Activa;2;4375
ES0339000001000009DY;31/08/2015;Potencia;1;17
ES0339000001000009DY;31/08/2015;Potencia;2;17
ES0339000001000009DY;31/08/2015;Reactiva;1;0
ES0339000001000009DY;31/08/2015;Reactiva;2;0
ES0339000001000009DY;31/07/2015;Activa;1;477
ES0339000001000009DY;31/07/2015;Activa;2;4106
ES0339000001000009DY;31/07/2015;Potencia;1;17
ES0339000001000009DY;31/07/2015;Potencia;2;17
ES0339000001000009DY;31/07/2015;Reactiva;1;0
ES0339000001000009DY;31/07/2015;Reactiva;2;0
ES0339000001000009DY;30/06/2015;Activa;1;426
ES0339000001000009DY;30/06/2015;Activa;2;3599
ES0339000001000009DY;30/06/2015;Potencia;1;17
ES0339000001000009DY;30/06/2015;Potencia;2;18
ES0339000001000009DY;30/06/2015;Reactiva;1;0
ES0339000001000009DY;30/06/2015;Reactiva;2;0
ES0339000001000009DY;31/05/2015;Activa;1;569
ES0339000001000009DY;31/05/2015;Activa;2;3657
ES0339000001000009DY;31/05/2015;Potencia;1;15
ES0339000001000009DY;31/05/2015;Potencia;2;15
ES0339000001000009DY;31/05/2015;Reactiva;1;0
ES0339000001000009DY;31/05/2015;Reactiva;2;0
ES0339000001000009DY;30/04/2015;Activa;1;766
ES0339000001000009DY;30/04/2015;Activa;2;3819
ES0339000001000009DY;30/04/2015;Potencia;1;15
ES0339000001000009DY;30/04/2015;Potencia;2;17
ES0339000001000009DY;30/04/2015;Reactiva;1;0
ES0339000001000009DY;30/04/2015;Reactiva;2;0
ES0339000001000009DY;31/03/2015;Activa;1;1019
ES0339000001000009DY;31/03/2015;Activa;2;4267
ES0339000001000009DY;31/03/2015;Potencia;1;15
ES0339000001000009DY;31/03/2015;Potencia;2;15
ES0339000001000009DY;31/03/2015;Reactiva;1;0
ES0339000001000009DY;31/03/2015;Reactiva;2;0
ES0339000001000009DY;28/02/2015;Activa;1;1115
ES0339000001000009DY;28/02/2015;Activa;2;4067
ES0339000001000009DY;28/02/2015;Potencia;1;15
ES0339000001000009DY;28/02/2015;Potencia;2;15
ES0339000001000009DY;28/02/2015;Reactiva;1;0
ES0339000001000009DY;28/02/2015;Reactiva;2;0
ES0339000001000009DY;31/01/2015;Activa;1;1480
ES0339000001000009DY;31/01/2015;Activa;2;4650
ES0339000001000009DY;31/01/2015;Potencia;1;15
ES0339000001000009DY;31/01/2015;Potencia;2;17
ES0339000001000009DY;31/01/2015;Reactiva;1;0
ES0339000001000009DY;31/01/2015;Reactiva;2;0
ES0339000001000009DY;31/12/2014;Activa;1;1646
ES0339000001000009DY;31/12/2014;Activa;2;4526
ES0339000001000009DY;31/12/2014;Potencia;1;16
ES0339000001000009DY;31/12/2014;Potencia;2;15
ES0339000001000009DY;31/12/2014;Reactiva;1;0
ES0339000001000009DY;31/12/2014;Reactiva;2;0
ES0339000001000009DY;30/11/2014;Activa;1;1571
ES0339000001000009DY;30/11/2014;Activa;2;4210
ES0339000001000009DY;30/11/2014;Potencia;1;15
ES0339000001000009DY;30/11/2014;Potencia;2;15
ES0339000001000009DY;30/11/2014;Reactiva;1;0
ES0339000001000009DY;30/11/2014;Reactiva;2;0
ES0339000001000009DY;31/10/2014;Activa;1;1377
ES0339000001000009DY;31/10/2014;Activa;2;4155
ES0339000001000009DY;31/10/2014;Potencia;1;15
ES0339000001000009DY;31/10/2014;Potencia;2;17
ES0339000001000009DY;31/10/2014;Reactiva;1;0
ES0339000001000009DY;31/10/2014;Reactiva;2;0
ES0339000001000009DY;30/09/2014;Activa;1;1001
ES0339000001000009DY;30/09/2014;Activa;2;3844
ES0339000001000009DY;30/09/2014;Potencia;1;15
ES0339000001000009DY;30/09/2014;Potencia;2;15
ES0339000001000009DY;30/09/2014;Reactiva;1;0
ES0339000001000009DY;30/09/2014;Reactiva;2;0
ES0339000001000009DY;31/08/2014;Activa;1;673
ES0339000001000009DY;31/08/2014;Activa;2;3783
ES0339000001000009DY;31/08/2014;Potencia;1;15
ES0339000001000009DY;31/08/2014;Potencia;2;15
ES0339000001000009DY;31/08/2014;Reactiva;1;0
ES0339000001000009DY;31/08/2014;Reactiva;2;0
ES0339000001000009DY;31/07/2014;Activa;1;471
ES0339000001000009DY;31/07/2014;Activa;2;3588
ES0339000001000009DY;31/07/2014;Potencia;1;15
ES0339000001000009DY;31/07/2014;Potencia;2;16
ES0339000001000009DY;31/07/2014;Reactiva;1;0
ES0339000001000009DY;31/07/2014;Reactiva;2;0
ES0339000001000009DY;30/06/2014;Activa;1;457
ES0339000001000009DY;30/06/2014;Activa;2;3453
ES0339000001000009DY;30/06/2014;Potencia;1;16
ES0339000001000009DY;30/06/2014;Potencia;2;16
ES0339000001000009DY;30/06/2014;Reactiva;1;0
ES0339000001000009DY;30/06/2014;Reactiva;2;0
ES0339000001000009DY;31/05/2014;Activa;1;637
ES0339000001000009DY;31/05/2014;Activa;2;3597
ES0339000001000009DY;31/05/2014;Potencia;1;16
ES0339000001000009DY;31/05/2014;Potencia;2;15
ES0339000001000009DY;31/05/2014;Reactiva;1;0
ES0339000001000009DY;31/05/2014;Reactiva;2;0
ES0339000001000009DY;30/04/2014;Activa;1;825
ES0339000001000009DY;30/04/2014;Activa;2;3730
ES0339000001000009DY;30/04/2014;Potencia;1;16
ES0339000001000009DY;30/04/2014;Potencia;2;17
ES0339000001000009DY;30/04/2014;Reactiva;1;0
ES0339000001000009DY;30/04/2014;Reactiva;2;0
ES0339000001000009DY;31/03/2014;Activa;1;1039
ES0339000001000009DY;31/03/2014;Activa;2;4311
ES0339000001000009DY;31/03/2014;Potencia;1;16
ES0339000001000009DY;31/03/2014;Potencia;2;15
ES0339000001000009DY;31/03/2014;Reactiva;1;0
ES0339000001000009DY;31/03/2014;Reactiva;2;0
ES0339000001000009DY;28/02/2014;Activa;1;1132
ES0339000001000009DY;28/02/2014;Activa;2;4212
ES0339000001000009DY;28/02/2014;Potencia;1;16
ES0339000001000009DY;28/02/2014;Potencia;2;15
ES0339000001000009DY;28/02/2014;Reactiva;1;0
ES0339000001000009DY;28/02/2014;Reactiva;2;0
ES0339000001000009DY;31/01/2014;Activa;1;1458
ES0339000001000009DY;31/01/2014;Activa;2;4679
ES0339000001000009DY;31/01/2014;Potencia;1;16
ES0339000001000009DY;31/01/2014;Potencia;2;15
ES0339000001000009DY;31/01/2014;Reactiva;1;0
ES0339000001000009DY;31/01/2014;Reactiva;2;0
ES0339000001000009DY;31/12/2013;Activa;1;1699
ES0339000001000009DY;31/12/2013;Activa;2;4786
ES0339000001000009DY;31/12/2013;Potencia;1;16
ES0339000001000009DY;31/12/2013;Potencia;2;15
ES0339000001000009DY;31/12/2013;Reactiva;1;0
ES0339000001000009DY;31/12/2013;Reactiva;2;0
ES0339000001000009DY;30/11/2013;Activa;1;1677
ES0339000001000009DY;30/11/2013;Activa;2;4413
ES0339000001000009DY;30/11/2013;Potencia;1;16
ES0339000001000009DY;30/11/2013;Potencia;2;15
ES0339000001000009DY;30/11/2013;Reactiva;1;0
ES0339000001000009DY;30/11/2013;Reactiva;2;0
ES0339000001000010DF;30/09/2015;Activa;1;1663
ES0339000001000010DF;30/09/2015;Potencia;1;12
ES0339000001000010DF;30/09/2015;Reactiva;1;0
ES0339000001000010DF;31/08/2015;Activa;1;1055
ES0339000001000010DF;31/08/2015;Potencia;1;6
ES0339000001000010DF;31/08/2015;Reactiva;1;0
ES0339000001000010DF;31/07/2015;Activa;1;1274
ES0339000001000010DF;31/07/2015;Potencia;1;5
ES0339000001000010DF;31/07/2015;Reactiva;1;0
ES0339000001000010DF;30/06/2015;Activa;1;3560
ES0339000001000010DF;30/06/2015;Potencia;1;33
ES0339000001000010DF;30/06/2015;Reactiva;1;0
ES0339000001000010DF;31/05/2015;Activa;1;3031
ES0339000001000010DF;31/05/2015;Potencia;1;34
ES0339000001000010DF;31/05/2015;Reactiva;1;0
ES0339000001000010DF;30/04/2015;Activa;1;2392
ES0339000001000010DF;30/04/2015;Potencia;1;18
ES0339000001000010DF;30/04/2015;Reactiva;1;0
ES0339000001000010DF;31/03/2015;Activa;1;2885
ES0339000001000010DF;31/03/2015;Potencia;1;22
ES0339000001000010DF;31/03/2015;Reactiva;1;0
ES0339000001000010DF;28/02/2015;Activa;1;2962
ES0339000001000010DF;28/02/2015;Potencia;1;26
ES0339000001000010DF;28/02/2015;Reactiva;1;0
ES0339000001000010DF;31/01/2015;Activa;1;3078
ES0339000001000010DF;31/01/2015;Potencia;1;26
ES0339000001000010DF;31/01/2015;Reactiva;1;0
ES0339000001000010DF;31/12/2014;Activa;1;2272
ES0339000001000010DF;31/12/2014;Potencia;1;22
ES0339000001000010DF;31/12/2014;Reactiva;1;0
ES0339000001000010DF;30/11/2014;Activa;1;2374
ES0339000001000010DF;30/11/2014;Potencia;1;19
ES0339000001000010DF;30/11/2014;Reactiva;1;0
ES0339000001000010DF;31/10/2014;Activa;1;2912
ES0339000001000010DF;31/10/2014;Potencia;1;28
ES0339000001000010DF;31/10/2014;Reactiva;1;0
ES0339000001000010DF;30/09/2014;Activa;1;2814
ES0339000001000010DF;30/09/2014;Potencia;1;30
ES0339000001000010DF;30/09/2014;Reactiva;1;0
ES0339000001000010DF;31/08/2014;Activa;1;879
ES0339000001000010DF;31/08/2014;Potencia;1;5
ES0339000001000010DF;31/08/2014;Reactiva;1;0
ES0339000001000010DF;31/07/2014;Activa;1;797
ES0339000001000010DF;31/07/2014;Potencia;1;2
ES0339000001000010DF;31/07/2014;Reactiva;1;0
ES0339000001000010DF;30/06/2014;Activa;1;2819
ES0339000001000010DF;30/06/2014;Potencia;1;37
ES0339000001000010DF;30/06/2014;Reactiva;1;0
ES0339000001000010DF;31/05/2014;Activa;1;3051
ES0339000001000010DF;31/05/2014;Potencia;1;31
ES0339000001000010DF;31/05/2014;Reactiva;1;0
ES0339000001000010DF;30/04/2014;Activa;1;2529
ES0339000001000010DF;30/04/2014;Potencia;1;22
ES0339000001000010DF;30/04/2014;Reactiva;1;0
ES0339000001000010DF;31/03/2014;Activa;1;3016
ES0339000001000010DF;31/03/2014;Potencia;1;21
ES0339000001000010DF;31/03/2014;Reactiva;1;0
ES0339000001000010DF;28/02/2014;Activa;1;3133
ES0339000001000010DF;28/02/2014;Potencia;1;0
ES0339000001000010DF;28/02/2014;Reactiva;1;0
ES0339000001000010DF;31/01/2014;Activa;1;3274
ES0339000001000010DF;31/01/2014;Potencia;1;26
ES0339000001000010DF;31/01/2014;Reactiva;1;0
ES0339000001000010DF;31/12/2013;Activa;1;2402
ES0339000001000010DF;31/12/2013;Potencia;1;0
ES0339000001000010DF;31/12/2013;Reactiva;1;0
ES0339000001000010DF;30/11/2013;Activa;1;1797
ES0339000001000010DF;30/11/2013;Potencia;1;0
ES0339000001000010DF;30/11/2013;Reactiva;1;0
ES0339000001000010DF;18/11/2013;Activa;1;2401
ES0339000001000010DF;18/11/2013;Potencia;1;18
ES0339000001000010DF;18/11/2013;Reactiva;1;1252
ES0339000001000011DP;30/09/2015;Activa;1;42
ES0339000001000011DP;30/09/2015;Activa;2;1350
ES0339000001000011DP;30/09/2015;Activa;3;206
ES0339000001000011DP;30/09/2015;Potencia;1;49
ES0339000001000011DP;30/09/2015;Potencia;2;46
ES0339000001000011DP;30/09/2015;Potencia;3;18
ES0339000001000011DP;30/09/2015;Reactiva;1;57
ES0339000001000011DP;30/09/2015;Reactiva;2;775
ES0339000001000011DP;30/09/2015;Reactiva;3;124
ES0339000001000011DP;31/08/2015;Activa;1;30
ES0339000001000011DP;31/08/2015;Activa;2;781
ES0339000001000011DP;31/08/2015;Activa;3;67
ES0339000001000011DP;31/08/2015;Potencia;1;49
ES0339000001000011DP;31/08/2015;Potencia;2;45
ES0339000001000011DP;31/08/2015;Potencia;3;18
ES0339000001000011DP;31/08/2015;Reactiva;1;36
ES0339000001000011DP;31/08/2015;Reactiva;2;453
ES0339000001000011DP;31/08/2015;Reactiva;3;74
ES0339000001000011DP;31/07/2015;Activa;1;15
ES0339000001000011DP;31/07/2015;Activa;2;553
ES0339000001000011DP;31/07/2015;Activa;3;38
ES0339000001000011DP;31/07/2015;Potencia;1;49
ES0339000001000011DP;31/07/2015;Potencia;2;46
ES0339000001000011DP;31/07/2015;Potencia;3;6
ES0339000001000011DP;31/07/2015;Reactiva;1;15
ES0339000001000011DP;31/07/2015;Reactiva;2;316
ES0339000001000011DP;31/07/2015;Reactiva;3;26
ES0339000001000011DP;30/06/2015;Activa;1;27
ES0339000001000011DP;30/06/2015;Activa;2;570
ES0339000001000011DP;30/06/2015;Activa;3;67
ES0339000001000011DP;30/06/2015;Potencia;1;41
ES0339000001000011DP;30/06/2015;Potencia;2;45
ES0339000001000011DP;30/06/2015;Potencia;3;46
ES0339000001000011DP;30/06/2015;Reactiva;1;18
ES0339000001000011DP;30/06/2015;Reactiva;2;282
ES0339000001000011DP;30/06/2015;Reactiva;3;21
ES0339000001000011DP;31/05/2015;Activa;1;60
ES0339000001000011DP;31/05/2015;Activa;2;836
ES0339000001000011DP;31/05/2015;Activa;3;67
ES0339000001000011DP;31/05/2015;Potencia;1;49
ES0339000001000011DP;31/05/2015;Potencia;2;46
ES0339000001000011DP;31/05/2015;Potencia;3;11
ES0339000001000011DP;31/05/2015;Reactiva;1;23
ES0339000001000011DP;31/05/2015;Reactiva;2;363
ES0339000001000011DP;31/05/2015;Reactiva;3;22
ES0339000001000011DP;30/04/2015;Activa;1;1026
ES0339000001000011DP;30/04/2015;Activa;2;604
ES0339000001000011DP;30/04/2015;Activa;3;61
ES0339000001000011DP;30/04/2015;Potencia;1;49
ES0339000001000011DP;30/04/2015;Potencia;2;46
ES0339000001000011DP;30/04/2015;Potencia;3;11
ES0339000001000011DP;30/04/2015;Reactiva;1;368
ES0339000001000011DP;30/04/2015;Reactiva;2;242
ES0339000001000011DP;30/04/2015;Reactiva;3;21
ES0339000001000011DP;31/03/2015;Activa;1;2144
ES0339000001000011DP;31/03/2015;Activa;2;286
ES0339000001000011DP;31/03/2015;Activa;3;48
ES0339000001000011DP;31/03/2015;Potencia;1;49
ES0339000001000011DP;31/03/2015;Potencia;2;46
ES0339000001000011DP;31/03/2015;Potencia;3;11
ES0339000001000011DP;31/03/2015;Reactiva;1;749
ES0339000001000011DP;31/03/2015;Reactiva;2;88
ES0339000001000011DP;31/03/2015;Reactiva;3;18
ES0339000001000011DP;28/02/2015;Activa;1;2833
ES0339000001000011DP;28/02/2015;Activa;2;357
ES0339000001000011DP;28/02/2015;Activa;3;93
ES0339000001000011DP;28/02/2015;Potencia;1;48
ES0339000001000011DP;28/02/2015;Potencia;2;46
ES0339000001000011DP;28/02/2015;Potencia;3;11
ES0339000001000011DP;28/02/2015;Reactiva;1;950
ES0339000001000011DP;28/02/2015;Reactiva;2;115
ES0339000001000011DP;28/02/2015;Reactiva;3;21
ES0339000001000011DP;31/01/2015;Activa;1;909
ES0339000001000011DP;31/01/2015;Activa;2;175
ES0339000001000011DP;31/01/2015;Activa;3;54
ES0339000001000011DP;31/01/2015;Potencia;1;47
ES0339000001000011DP;31/01/2015;Potencia;2;33
ES0339000001000011DP;31/01/2015;Potencia;3;11
ES0339000001000011DP;31/01/2015;Reactiva;1;261
ES0339000001000011DP;31/01/2015;Reactiva;2;43
ES0339000001000011DP;31/01/2015;Reactiva;3;4
ES0339000001000011DP;31/12/2014;Activa;1;1447
ES0339000001000011DP;31/12/2014;Activa;2;202
ES0339000001000011DP;31/12/2014;Activa;3;34
ES0339000001000011DP;31/12/2014;Potencia;1;52
ES0339000001000011DP;31/12/2014;Potencia;2;37
ES0339000001000011DP;31/12/2014;Potencia;3;3
ES0339000001000011DP;31/12/2014;Reactiva;1;0
ES0339000001000011DP;31/12/2014;Reactiva;2;543
ES0339000001000011DP;31/12/2014;Reactiva;3;0
ES0339000001000011DP;30/11/2014;Activa;1;2953
ES0339000001000011DP;30/11/2014;Activa;2;1532
ES0339000001000011DP;30/11/2014;Activa;3;131
ES0339000001000011DP;30/11/2014;Potencia;1;52
ES0339000001000011DP;30/11/2014;Potencia;2;37
ES0339000001000011DP;30/11/2014;Potencia;3;2
ES0339000001000011DP;30/11/2014;Reactiva;1;0
ES0339000001000011DP;30/11/2014;Reactiva;2;1477
ES0339000001000011DP;30/11/2014;Reactiva;3;0
ES0339000001000011DP;31/10/2014;Activa;1;1047
ES0339000001000011DP;31/10/2014;Activa;2;1262
ES0339000001000011DP;31/10/2014;Activa;3;23
ES0339000001000011DP;31/10/2014;Potencia;1;1
ES0339000001000011DP;31/10/2014;Potencia;2;37
ES0339000001000011DP;31/10/2014;Potencia;3;1
ES0339000001000011DP;31/10/2014;Reactiva;1;2
ES0339000001000011DP;31/10/2014;Reactiva;2;368
ES0339000001000011DP;31/10/2014;Reactiva;3;0
ES0339000001000011DP;30/09/2014;Activa;1;1675
ES0339000001000011DP;30/09/2014;Potencia;1;37
ES0339000001000011DP;30/09/2014;Reactiva;1;793
ES0339000001000011DP;31/08/2014;Activa;1;1076
ES0339000001000011DP;31/08/2014;Potencia;1;30
ES0339000001000011DP;31/08/2014;Reactiva;1;910
ES0339000001000011DP;31/07/2014;Activa;1;502
ES0339000001000011DP;31/07/2014;Potencia;1;33
ES0339000001000011DP;31/07/2014;Reactiva;1;491
ES0339000001000011DP;30/06/2014;Activa;1;340
ES0339000001000011DP;30/06/2014;Potencia;1;30
ES0339000001000011DP;30/06/2014;Reactiva;1;347
ES0339000001000011DP;31/05/2014;Activa;1;417
ES0339000001000011DP;31/05/2014;Potencia;1;34
ES0339000001000011DP;31/05/2014;Reactiva;1;409
ES0339000001000011DP;30/04/2014;Activa;1;7430
ES0339000001000011DP;30/04/2014;Potencia;1;40
ES0339000001000011DP;30/04/2014;Reactiva;1;3818
ES0339000001000011DP;31/03/2014;Activa;1;405
ES0339000001000011DP;31/03/2014;Potencia;1;39
ES0339000001000011DP;31/03/2014;Reactiva;1;300
ES0339000001000011DP;28/02/2014;Activa;1;581
ES0339000001000011DP;28/02/2014;Potencia;1;40
ES0339000001000011DP;28/02/2014;Reactiva;1;729
ES0339000001000011DP;31/01/2014;Activa;1;306
ES0339000001000011DP;31/01/2014;Potencia;1;42
ES0339000001000011DP;31/01/2014;Reactiva;1;327
ES0339000001000011DP;31/12/2013;Activa;1;3688
ES0339000001000011DP;31/12/2013;Potencia;1;42
ES0339000001000011DP;31/12/2013;Reactiva;1;2069
ES0339000001000011DP;30/11/2013;Activa;1;5705
ES0339000001000011DP;30/11/2013;Potencia;1;43
ES0339000001000011DP;30/11/2013;Reactiva;1;3094
ES0339000001000013DX;30/09/2015;Activa;1;2822
ES0339000001000013DX;30/09/2015;Potencia;1;25
ES0339000001000013DX;30/09/2015;Reactiva;1;0
ES0339000001000013DX;31/08/2015;Activa;1;789
ES0339000001000013DX;31/08/2015;Potencia;1;4
ES0339000001000013DX;31/08/2015;Reactiva;1;0
ES0339000001000013DX;31/07/2015;Activa;1;1736
ES0339000001000013DX;31/07/2015;Potencia;1;15
ES0339000001000013DX;31/07/2015;Reactiva;1;0
ES0339000001000013DX;30/06/2015;Activa;1;3094
ES0339000001000013DX;30/06/2015;Potencia;1;38
ES0339000001000013DX;30/06/2015;Reactiva;1;0
ES0339000001000013DX;31/05/2015;Activa;1;2409
ES0339000001000013DX;31/05/2015;Potencia;1;18
ES0339000001000013DX;31/05/2015;Reactiva;1;0
ES0339000001000013DX;30/04/2015;Activa;1;2816
ES0339000001000013DX;30/04/2015;Potencia;1;21
ES0339000001000013DX;30/04/2015;Reactiva;1;0
ES0339000001000013DX;31/03/2015;Activa;1;3570
ES0339000001000013DX;31/03/2015;Potencia;1;28
ES0339000001000013DX;31/03/2015;Reactiva;1;0
ES0339000001000013DX;28/02/2015;Activa;1;5962
ES0339000001000013DX;28/02/2015;Potencia;1;57
ES0339000001000013DX;28/02/2015;Reactiva;1;0
ES0339000001000013DX;31/01/2015;Activa;1;6170
ES0339000001000013DX;31/01/2015;Potencia;1;55
ES0339000001000013DX;31/01/2015;Reactiva;1;0
ES0339000001000013DX;31/12/2014;Activa;1;4417
ES0339000001000013DX;31/12/2014;Potencia;1;55
ES0339000001000013DX;31/12/2014;Reactiva;1;0
ES0339000001000013DX;30/11/2014;Activa;1;3619
ES0339000001000013DX;30/11/2014;Potencia;1;25
ES0339000001000013DX;30/11/2014;Reactiva;1;0
ES0339000001000013DX;31/10/2014;Activa;1;3467
ES0339000001000013DX;31/10/2014;Potencia;1;25
ES0339000001000013DX;31/10/2014;Reactiva;1;0
ES0339000001000013DX;30/09/2014;Activa;1;2732
ES0339000001000013DX;30/09/2014;Potencia;1;24
ES0339000001000013DX;30/09/2014;Reactiva;1;0
ES0339000001000013DX;31/08/2014;Activa;1;552
ES0339000001000013DX;31/08/2014;Potencia;1;3
ES0339000001000013DX;31/08/2014;Reactiva;1;0
ES0339000001000013DX;31/07/2014;Activa;1;1479
ES0339000001000013DX;31/07/2014;Potencia;1;10
ES0339000001000013DX;31/07/2014;Reactiva;1;0
ES0339000001000013DX;30/06/2014;Activa;1;2498
ES0339000001000013DX;30/06/2014;Potencia;1;37
ES0339000001000013DX;30/06/2014;Reactiva;1;0
ES0339000001000013DX;31/05/2014;Activa;1;3085
ES0339000001000013DX;31/05/2014;Potencia;1;34
ES0339000001000013DX;31/05/2014;Reactiva;1;0
ES0339000001000013DX;30/04/2014;Activa;1;3194
ES0339000001000013DX;30/04/2014;Potencia;1;31
ES0339000001000013DX;30/04/2014;Reactiva;1;0
ES0339000001000013DX;31/03/2014;Activa;1;3411
ES0339000001000013DX;31/03/2014;Potencia;1;31
ES0339000001000013DX;31/03/2014;Reactiva;1;0
ES0339000001000013DX;28/02/2014;Activa;1;4763
ES0339000001000013DX;28/02/2014;Potencia;1;52
ES0339000001000013DX;28/02/2014;Reactiva;1;0
ES0339000001000013DX;31/01/2014;Activa;1;5342
ES0339000001000013DX;31/01/2014;Potencia;1;51
ES0339000001000013DX;31/01/2014;Reactiva;1;0
ES0339000001000013DX;31/12/2013;Activa;1;3890
ES0339000001000013DX;31/12/2013;Potencia;1;0
ES0339000001000013DX;31/12/2013;Reactiva;1;0
ES0339000001000013DX;30/11/2013;Activa;1;3568
ES0339000001000013DX;30/11/2013;Potencia;1;0
ES0339000001000013DX;30/11/2013;Reactiva;1;0
ES0339000001000016DJ;30/09/2015;Activa;1;2794
ES0339000001000016DJ;30/09/2015;Potencia;1;10
ES0339000001000016DJ;30/09/2015;Reactiva;1;274
ES0339000001000016DJ;31/08/2015;Activa;1;2144
ES0339000001000016DJ;31/08/2015;Potencia;1;10
ES0339000001000016DJ;31/08/2015;Reactiva;1;209
ES0339000001000016DJ;31/07/2015;Activa;1;2280
ES0339000001000016DJ;31/07/2015;Potencia;1;10
ES0339000001000016DJ;31/07/2015;Reactiva;1;244
ES0339000001000016DJ;30/06/2015;Activa;1;1860
ES0339000001000016DJ;30/06/2015;Potencia;1;8
ES0339000001000016DJ;30/06/2015;Reactiva;1;117
ES0339000001000016DJ;31/05/2015;Activa;1;1646
ES0339000001000016DJ;31/05/2015;Potencia;1;7
ES0339000001000016DJ;31/05/2015;Reactiva;1;78
ES0339000001000016DJ;30/04/2015;Activa;1;1897
ES0339000001000016DJ;30/04/2015;Potencia;1;8
ES0339000001000016DJ;30/04/2015;Reactiva;1;58
ES0339000001000016DJ;31/03/2015;Activa;1;1834
ES0339000001000016DJ;31/03/2015;Potencia;1;8
ES0339000001000016DJ;31/03/2015;Reactiva;1;29
ES0339000001000016DJ;28/02/2015;Activa;1;1826
ES0339000001000016DJ;28/02/2015;Potencia;1;7
ES0339000001000016DJ;28/02/2015;Reactiva;1;14
ES0339000001000016DJ;31/01/2015;Activa;1;2116
ES0339000001000016DJ;31/01/2015;Potencia;1;8
ES0339000001000016DJ;31/01/2015;Reactiva;1;40
ES0339000001000016DJ;31/12/2014;Activa;1;2258
ES0339000001000016DJ;31/12/2014;Potencia;1;5
ES0339000001000016DJ;31/12/2014;Reactiva;1;40
ES0339000001000016DJ;30/11/2014;Activa;1;1931
ES0339000001000016DJ;30/11/2014;Potencia;1;4
ES0339000001000016DJ;30/11/2014;Reactiva;1;49
ES0339000001000016DJ;31/10/2014;Activa;1;1493
ES0339000001000016DJ;31/10/2014;Potencia;1;6
ES0339000001000016DJ;31/10/2014;Reactiva;1;45
ES0339000001000016DJ;30/09/2014;Activa;1;1699
ES0339000001000016DJ;30/09/2014;Potencia;1;6
ES0339000001000016DJ;30/09/2014;Reactiva;1;6
ES0339000001000016DJ;31/08/2014;Activa;1;1459
ES0339000001000016DJ;31/08/2014;Potencia;1;6
ES0339000001000016DJ;31/08/2014;Reactiva;1;2
ES0339000001000016DJ;31/07/2014;Activa;1;494
ES0339000001000016DJ;31/07/2014;Potencia;1;6
ES0339000001000016DJ;31/07/2014;Reactiva;1;123
ES0339000001000016DJ;30/06/2014;Activa;1;2974
ES0339000001000016DJ;30/06/2014;Potencia;1;8
ES0339000001000016DJ;30/06/2014;Reactiva;1;153
ES0339000001000016DJ;31/05/2014;Activa;1;1965
ES0339000001000016DJ;31/05/2014;Potencia;1;7
ES0339000001000016DJ;31/05/2014;Reactiva;1;125
